Ticker,Short Name,Name,Market Cap,Price:D-1,P/E,Total Return YTD,Revenue T12M,EPS T12M,Ticker name 3,Ticker name 2,len,Ticker name
1884 HK Equity,EPRINT GROUP LTD,EPRINT_¡_ë,588499968,1.070000052,17.5122757,-2.727270126,350197008,0.061099999,1884,1884.HK,4,1884.HK
1370 HK Equity,HENGSHI MINING,ùò_ê€qá~,3181548800,2.109999895,,14.67390537,932112715.2,-0.207746066,1370,1370.HK,4,1370.HK
3608 HK Equity,YONGSHENG ADVANC,´Ì_±ás_Ö¨®,568000000,1.419999957,8.606241226,-6.578948975,606067204.6,0.173105481,3608,3608.HK,4,3608.HK
1515 HK Equity,PHOENIXHEALTH,È–¡€åŒË¿,8904589312,10.68000031,45.10519028,19.81326485,1691344534,0.247072244,1515,1515.HK,4,1515.HK
8326 HK Equity,TONKING NEW ENER,,3080000000,7.699999809,,23.39743805,265520000,-0.0191,8326,8326.HK,4,8326.HK
1426 HK Equity,SPRING REAL ESTA,ÂKÂu_£á~ÇH¡U,3691215360,3.279999971,11.65701675,12.54000854,624205311.1,0.280815323,1426,1426.HK,4,1426.HK
2213 HK Equity,YI HUA HOLDINGS,øqµ¯_æ_f,1366428032,2.799999952,55.91354752,-9.090908051,808656873.1,0.052563328,2213,2213.HK,4,2213.HK
83128 HK Equity,HS CHINA A TOP R,ùò´êA»„__á~ËsËYÇŸ_®ETF,239220560,33.77676392,,-17.56834236,,,83128,83128.HK,5,83128.HK
3386 HK Equity,DONGPENG HOLDING,»F€P±±»„,5440053760,4.289999962,7.342087746,42.05297852,5063097742,0.606723528,3386,3386.HK,4,3386.HK
1431 HK Equity,YUANSHENGTAI DAI,_“´ê_A»»á~,1778479872,0.455000013,22.41070366,-26.61290169,1275026677,0.020998418,1431,1431.HK,4,1431.HK
434 HK Equity,BOYAA INTERACTIV,_Í_¨_Â¡æ,1836187136,2.400000095,3.989481449,-26.15384293,1004539950,0.630118229,434,434.HK,3,0434.HK
3623 HK Equity,CHINA SUCCESS FI,_¡_¬»ÖÀ€,1139793664,2.400000095,22.50067711,-31.03448105,89787417.55,0.074301542,3623,3623.HK,4,3623.HK
1358 HK Equity,PW MEDTECH GROUP,«_µ¯©M__,3587670784,2.200000048,14.90984631,18.91892052,782471983,0.153814052,1358,1358.HK,4,1358.HK
1360 HK Equity,MEGA EXPO HOLDIN,Ç’Ç¯¨i€_,960000000,0.800000012,,-23.80951881,162323992,-0.018400001,1360,1360.HK,4,1360.HK
1345 HK Equity,PIONEER PHARM,__¡ê´__WåŒÌ€,2226667776,1.669999957,10.8806982,-40.3571434,1804740929,0.161236838,1345,1345.HK,4,1345.HK
1862 HK Equity,JINGRUI HOLDINGS,«_áç±±»„,3486515968,2.700000048,13.69929981,-8.474575996,7076822070,0.211306538,1862,1862.HK,4,1862.HK
1396 HK Equity,HYDOO INTERNATIO,___w¡êÈò,3733804800,0.930000007,5.584257603,-12.58417797,3891317540,0.171499447,1396,1396.HK,4,1396.HK
153 HK Equity,CHINA SAITE GROU,__¡êçƒøS,1182040064,0.579999983,2.696421385,-23.68421173,2259655801,0.23525813,153,153.HK,3,0153.HK
1290 HK Equity,CHINA HUIRONG FI,__¡ê__À€,820189568,0.800000012,6.769088745,-6.976744175,512975547.8,0.123196032,1290,1290.HK,4,1290.HK
2030 HK Equity,CABBEEN FASHION,´dÈÇ,2183224320,3.069999933,6.406148434,-24.60726929,1671020771,0.499210256,2030,2030.HK,4,2030.HK
799 HK Equity,IGG INC,IGG,4704088576,3.410000086,10.32150936,2.99092412,1678775852,0.329757729,799,799.HK,3,0799.HK
6108 HK Equity,NEW RAY MEDICINE,ás_UåŒÌ€,249868800,0.720000029,3.888319016,-31.42856598,249037000,0.185170001,6108,6108.HK,4,6108.HK
8218 HK Equity,ECHO INTERNATION,__¡»¡êÈò±±»„,880000000,1.100000024,,-54.16666794,68799000,-0.014,8218,8218.HK,4,8218.HK
1321 HK Equity,CHINA NEW CITY C,__¡êásÇ¡´Ç,6934620160,3.99000001,7.82945013,-59.03490829,621887586.8,0.530593459,1321,1321.HK,4,1321.HK
932 HK Equity,RM GROUP HOLDING,±sÌ€¡—,815753984,1.580000043,25.83052444,0,225443967.7,0.064443496,932,932.HK,3,0932.HK
401 HK Equity,WANJIA GROUP,üU_Å_¡_ë,324202656,0.5,,-9.090910912,1295205024,-0.014026,401,401.HK,3,0401.HK
2023 HK Equity,CHINA LUDAO,__¡ê_–¨qÂ“__,921600000,1.919999957,220.2948761,6.666666985,328123296.8,0.008468372,2023,2023.HK,4,2023.HK
1246 HK Equity,NGAI SHUN HOLDIN,__ÇH±±»„,249000000,0.01,,-47.36841965,491884992,-0.0010532,1246,1246.HK,4,1246.HK
2393 HK Equity,YESTAR INTERNATI,´¬ÂP¡êÈò,7439183872,3.420000076,36.20944595,0.588234723,3023449186,0.098097956,2393,2393.HK,4,2393.HK
8101 HK Equity,JIA MENG HOLDING,¨a_ò±±»„,235987200,0.101999998,47.65351868,45.71428299,71076000,0.003460451,8101,8101.HK,4,8101.HK
8018 HK Equity,FINSOFT FINANCIA,__¡]»ÖÀ€_‘üê,291600000,0.405000001,63.94572449,-37.62831116,63910896,0.006333496,8018,8018.HK,4,8018.HK
484 HK Equity,FORGAME HOLDINGS,___C±±»„,1506364800,11,,-15.64417171,632659496.4,-1.121300374,484,484.HK,3,0484.HK
1373 HK Equity,IH RETAIL,¡êÈò¨a©~_s¡‰,847539392,1.179999948,13.22869873,8.39125824,2010392960,0.089199999,1373,1373.HK,4,1373.HK
1273 HK Equity,HONG KONG FINANC,_È«_ÇH_U,336150016,0.810000002,6.633906841,-4.705884933,107911000,0.122099999,1273,1273.HK,4,1273.HK
6863 HK Equity,HUISHAN DAIRY,_Ö_s¬Åá~,39616372736,2.940000057,49.01115417,-1.010100007,5066062019,0.062766401,6863,6863.HK,4,6863.HK
83137 HK Equity,CSOP-CES CH A80R,Çn_è»F_^__µ¯ A80 ETF,13012943,28.91765213,,-17.80454709,,,83137,83137.HK,5,83137.HK
1219 HK Equity,TENWOW INTERNATI,_„_‡¡êÈò,4354585088,2.099999905,10.49714184,-15.57086849,6057063891,0.207971291,1219,1219.HK,4,1219.HK
3638 HK Equity,GOLDENMARS TECHN,«_»_Â“__±±»„,1445889536,0.409999996,55.75260162,17.42243195,1172180000,0.007353917,3638,3638.HK,4,3638.HK
8135 HK Equity,ZMFY AUTOMOBILE,´ÀÂŸå_á~,376769984,0.569999993,,-18.5714283,177234436.9,-0.188169902,8135,8135.HK,4,8135.HK
83180 HK Equity,CAMC-CES C A80-C,µ¯¨L__µ¯´_©_»A¡é__¡ê A80 ÇŸ,8373082.5,11.16411018,,-12.33282914,,,83180,83180.HK,5,83180.HK
8310 HK Equity,DAFENG PORT HESH,_jå_«_,952000000,0.850000024,,7.594936848,244640000,-0.01984,8310,8310.HK,4,8310.HK
83120 HK Equity,EF-CES CH120 CNY,©__è_F__µ¯´_©_»A¡é__¡ê120ÇŸ,11353734,11.35373402,,-15.59456937,,,83120,83120.HK,5,83120.HK
2183 HK Equity,LIFESTYLE PROPER,_Q_…_a_£,804698880,1.919999957,46.71532822,12.28069687,0,0.041099999,2183,2183.HK,4,2183.HK
1271 HK Equity,GRAND MING,¬ë©œ_¡_ë±±»„,2756962304,4.699999809,8.518573761,-6.746034622,1002596032,0.551735535,1271,1271.HK,4,1271.HK
1255 HK Equity,S CULTURE,«__j_s¡‰,362000000,1.809999943,,-2.688175917,561028032,-0.082,1255,1255.HK,4,1255.HK
6898 HK Equity,CHINA ALUMINUM C,__¡ê_TÅ¿,790178752,1.25,8.038326263,-30.55555344,693676992,0.155505002,6898,6898.HK,4,6898.HK
1661 HK Equity,WISDOM SPORTS GR,«_ÂŸÅ_¬|,3781255680,2.349999905,58.87212372,-55.06692505,839764567.8,0.042671874,1661,1661.HK,4,1661.HK
1107 HK Equity,MODERN LAND,á’´Nümá~,3039698176,1.460000038,4.017060757,-29.19717407,7804857642,0.378679207,1107,1107.HK,4,1107.HK
1275 HK Equity,NEW CENTURY REIT,_}_ü_£á~ÇH¡U,2319803648,2.470000029,,-11.4966774,379160130,-0.059601891,1275,1275.HK,4,1275.HK
1297 HK Equity,SINOSOFT TECHNOL,__¡êË__„_n´—,4077419008,3.950000048,21.56359673,-5.952375412,537468638.2,0.190171437,1297,1297.HK,4,1297.HK
1250 HK Equity,BEIJING ENTERPRI,´_±±_M__øˆá__¡_ë,5903347200,0.236000001,,-62.53968048,355172437.6,0.003065984,1250,1250.HK,4,1250.HK
1316 HK Equity,NEXTEER,_@´@øS,19613044736,7.849999905,12.08738136,-8.932714462,26052720444,0.648122968,1316,1316.HK,4,1316.HK
83008 HK Equity,CH-CS CSI 300-CN,_K«I_@¬ƒ___`300ÇŸ_®ETF,9983701,16.63950157,,-23.3001438,,,83008,83008.HK,5,83008.HK
8077 HK Equity,KVB KUNLUN FG,±X±[¡êÈò»ÖÀ€,1646924416,0.810000002,15.44062996,-27.6785717,408135008,0.052459001,8077,8077.HK,4,8077.HK
2112 HK Equity,CAA RESOURCES LT,Ëu¨wüêá_,3300000000,2.200000048,,8.374387741,4264817847,0.002875829,2112,2112.HK,4,2112.HK
6888 HK Equity,FREETECH ROAD RE,_^_F__ü™_A´êÂ“__,1057420032,0.980000019,16.12107277,-4.854364395,616640992,0.06079,6888,6888.HK,4,6888.HK
8201 HK Equity,PPS INTERNATIONA,€_çp±±»„,151500000,0.101000004,,-57.91666412,248048000,-0.056489514,8201,8201.HK,4,8201.HK
3040 HK Equity,HORIZONS-MSCI CH,Horizons MSCI__¡êETF,328819968,20.04999924,,-9.480814934,,,3040,3040.HK,4,3040.HK
3110 HK Equity,HORIZONS-HS HD Y,Horizonsùò´ê¡»»„¨__vETF,256200016,21,,-5.931643009,,,3110,3110.HK,4,3110.HK
83139 HK Equity,ISHARES-RMB BI-C,iShares_H´ç_™_Å¬_ÇŸ_®ETF,84523216,40.05805969,,-0.345956954,,,83139,83139.HK,5,83139.HK
3836 HK Equity,CHINA HARMONY AU,©MÀî¬T¬¨,6633699840,4.210000038,8.841061592,-23.03473091,13098546311,0.496339231,3836,3836.HK,4,3836.HK
288 HK Equity,WH GROUP LTD,üUÂw¡êÈò,88183496704,6.019999981,13.46768951,39.03002548,1.64E+11,0.446075289,288,288.HK,3,0288.HK
1369 HK Equity,WUZHOU INTERNATI,__Âw¡êÈò,3992207872,0.800000012,,-1.234566689,4126190281,-0.114282665,1369,1369.HK,4,1369.HK
8145 HK Equity,TSO,_q¡T__Â“,260426048,2.170000076,12.38464355,23.29545975,126084000,0.175216999,8145,8145.HK,4,8145.HK
2805 HK Equity,VANG-FTSE-AEJ-ET,È‰øè«I¨ƒ¬éÂw(__´È¡£´~)ÇŸ_® E,111670000,17.18000031,,-2.164216757,,,2805,2805.HK,4,2805.HK
1673 HK Equity,HUAZHANG TECHNOL,µ¯__Â“__,1348454784,4.489999771,,69.4339447,,,1673,1673.HK,4,1673.HK
2386 HK Equity,SINOPEC ENGINE-H,__´ó_®áñ_®_uµ{,27763560448,6.269999981,7.026576519,-2.010838747,56101578335,0.929518559,2386,2386.HK,4,2386.HK
3313 HK Equity,ARTGO HOLDINGS L,_¨¡»€qá~,1226867200,0.769999981,11.49659348,-51.26582718,409574839.6,0.069786583,3313,3313.HK,4,3313.HK
1270 HK Equity,LANGHAM -SS,¨ï_æ-SS,5328024576,2.589999914,3.656085014,-4.225215435,682193984,0.708408028,1270,1270.HK,4,1270.HK
1249 HK Equity,TONLY ELECTRONIC,_q_O_q_l,906951936,3.640000105,5.744931698,-22.29433823,4442648000,0.633601993,1249,1249.HK,4,1249.HK
8260 HK Equity,YIN HE HOLDINGS,Èé_X±±»„,988744640,0.839999974,57.57367706,-53.33333206,246013000,0.01459,8260,8260.HK,4,8260.HK
864 HK Equity,WING LEE PROPERT,´Ì_Q_a_£µo¨i,405484544,1.049999952,15.6716404,11.70212269,29704000,0.067000002,864,864.HK,3,0864.HK
1319 HK Equity,OI WAH PAWNSHOP,®G µ¯ ©‹ á~,975200000,0.460000008,,-7.070706367,,,1319,1319.HK,4,1319.HK
1148 HK Equity,XINCHEN CHINA PO,ás±‡¡æ_O,1371966592,1.070000052,5.184383869,-39.88763809,4035594660,0.215575855,1148,1148.HK,4,1148.HK
8072 HK Equity,ROMA GROUP LTD,Ì_¡¬_¡_ë,224993392,0.045000002,4.39968729,-30.76922607,118102000,0.0085,8072,8072.HK,4,8072.HK
2033 HK Equity,TIME WATCH,¨ƒ_p€_,2121544960,1.019999981,6.09475565,-3.66667223,2636704000,0.167356998,2033,2033.HK,4,2033.HK
3668 HK Equity,CHINALCO MINING,___T€qá~¡êÈò,9454226432,0.800000012,,2.564107895,3307121597,-0.009205472,3668,3668.HK,4,3668.HK
1348 HK Equity,QUALI-SMART HOLD,_S_F«I±±»„,1059758528,0.730000019,,-34.38201904,813482016,-0.018086499,1348,1348.HK,4,1348.HK
83136 HK Equity,HAR CHINA A 50,_Å_êMSCI__¡êA50ÇŸ_®ETF,11294476,11.29447651,,-14.9779858,,,83136,83136.HK,5,83136.HK
540 HK Equity,SPEEDY GLOBAL HO,¬_±_Ë™_y±±»„,354000000,0.589999974,14.25120735,31.11110878,1223830976,0.0414,540,540.HK,3,0540.HK
1232 HK Equity,GW TIANDI HLDS,»Ö_Ÿ_„_a±±»„,1225670144,0.680000007,77.74622345,-1.449273944,283301284.6,0.010474458,1232,1232.HK,4,1232.HK
815 HK Equity,CHINA SILVER GRO,__¡ê´ÍÈé,2264687616,1.580000043,,-22.16748428,2098512416,-0.010526157,815,815.HK,3,0815.HK
2236 HK Equity,WISON ENGINEERIN,«f´ê_uµ{,3536254208,0.870000005,14.53863049,6.097562313,6702018509,0.062612832,2236,2236.HK,4,2236.HK
2799 HK Equity,CHINA HUARONG AS,__¡êµ¯À€,1.04E+11,2.670000076,5.239255905,-13.02931118,91185681009,0.530593459,2799,2799.HK,4,2799.HK
1908 HK Equity,C&D INTERNATIONA,Ç¯µo¡êÈò_¡_ë,1342800000,3.730000019,,-14.449543,,,1908,1908.HK,4,1908.HK
3119 HK Equity,ETFS PLATINUM,ETFS_ê»Ç´Í»ÖETF,15430000,771.5,,16.3650074,,,3119,3119.HK,4,3119.HK
3117 HK Equity,ETFS SILVER,ETFS_ê»Ç´ÍÈéETF,96299992,128.3999939,,20.56337547,,,3117,3117.HK,4,3117.HK
2830 HK Equity,ETFS GOLD,ETFS_ê»Ç_Ë»ÖETF,19240000,962,,17.8921566,,,2830,2830.HK,4,2830.HK
1030 HK Equity,FUTURE LAND DEVE,ásÇ¡µo¨i±±»„,5375099904,0.949999988,4.440135479,-24.68227959,29335680267,0.222015901,1030,1030.HK,4,1030.HK
2223 HK Equity,CASABLANCA GROUP,´d_È_„_b,702935040,2.720000029,,-22.06303596,370968992,-0.067428,2223,2223.HK,4,2223.HK
884 HK Equity,CIFI HOLDINGS GR,_¡_Ö±±»„_¡_ë,11666941952,1.75,4.582163811,7.451951027,22389248629,0.396887236,884,884.HK,3,0884.HK
1326 HK Equity,PEGASUS ENT,_„¡¬_vµ¿,794987008,0.314999998,,-51.53845978,,,1326,1326.HK,4,1326.HK
83118 HK Equity,HARVEST CH A-CNY,_Å_êMSCI__¡êA»„ÇŸ_®ETF(RQFII,193871520,13.46329975,,-24.05700922,,,83118,83118.HK,5,83118.HK
3816 HK Equity,KFM KINGDOM HOLD,KFM»Ö_w,570000000,0.949999988,,-34.48276138,919408000,-0.003782,3816,3816.HK,4,3816.HK
1240 HK Equity,CNQC INT'L,ÇCÇ¯¡êÈò,1868373120,2.829999924,5.231053352,10.77412033,11053456000,0.621000007,1240,1240.HK,4,1240.HK
2078 HK Equity,PANASIALUM HOLDI,_a___êá~,1032000000,0.860000014,10.61728382,0,2722580992,0.081000002,2078,2078.HK,4,2078.HK
2824 HK Equity,LIPP-SE HK M ETF,_O€_±MÀ•__«__a_£ETF,63566248,36.84999847,,-9.459465027,,,2824,2824.HK,4,2824.HK
1468 HK Equity,UKF HOLDINGS LTD,_^üæ±±»„,555764480,0.194999993,12.3591547,-4.411766529,301596168,0.015777778,1468,1468.HK,4,1468.HK
82822 HK Equity,CSOP FTSE CH-RMB,Çn_è«I¨ƒ__¡ê A50 ETF,19270604800,10.83226871,,-14.29545944,,,82822,82822.HK,5,82822.HK
83100 HK Equity,E FUND CSA A-CNY,©__è_F__Ìñ100 A»„ETF(RQFII),129252432,34.01379776,,-16.38040006,,,83100,83100.HK,5,83100.HK
83188 HK Equity,CHINAAMC 300-CNY,µ¯¨L¡˜»ÖETF¬t_CÁ_µ¯¨L___`300,11163825152,36.9174118,,-18.88963214,,,83188,83188.HK,5,83188.HK
6889 HK Equity,DYNAM JAPAN,DYNAM JAPAN,8318606848,10.85999966,16.2827034,28.67298889,9741742217,0.612663954,6889,6889.HK,4,6889.HK
3966 HK Equity,MASTERCRAFT INTE,¡¬´K_F¡êÈò,1712627968,3.390000105,69.72869873,133.7931061,392775000,0.048616999,3966,3966.HK,4,3966.HK
1190 HK Equity,BOLINA HOLDING,øè__±±»„,1930633728,1.940000057,22.40428352,-1.0204072,885156587.5,0.091203637,1190,1190.HK,4,1190.HK
8382 HK Equity,HAITIAN HYDROPOW,¨Ÿ_„_™_q,3106240000,0.340000004,46.64963913,10.56910515,281267762.4,0.007511339,8382,8382.HK,4,8382.HK
1616 HK Equity,SILVERMAN HOLDIN,Èé´K¬î±±»„,2700557824,2.819999933,259.7648621,-7.540984154,806913392.8,0.011438069,1616,1616.HK,4,1616.HK
1335 HK Equity,SHEEN TAI HOLDIN,__¨›±±»„,2228535808,1.110000014,6.433067322,4.94151783,469241008,0.172545997,1335,1335.HK,4,1335.HK
3939 HK Equity,WANGUO INTERNATI,üU¡ê¡êÈò€qá~,1182000000,1.970000029,59.35501862,-34.33333206,272659584.3,0.034611786,3939,3939.HK,4,3939.HK
1314 HK Equity,TSUI WAH HOLDING,ÈAµ¯±±»„,2003941504,1.419999957,13.37364197,-21.54696083,1859995008,0.106179003,1314,1314.HK,4,1314.HK
1237 HK Equity,MERRY GARDEN HOL,ÂŸ€R¨a__,440125792,0.171000004,5.623082161,-51.1428566,790307551.1,0.032278849,1237,1237.HK,4,1237.HK
6168 HK Equity,CHINA U-TON HOLD,__¡êËu_q,1717239040,0.949999988,15.93231392,-14.41441631,564884720.2,0.063812654,6168,6168.HK,4,6168.HK
3663 HK Equity,XIEZHONG INTERNA,¬—__¡êÈò±±»„,1680000000,2.099999905,34.05065918,-0.943395376,862360046,0.064295781,3663,3663.HK,4,3663.HK
695 HK Equity,DONGWU CEMENT,»F_d_™»d,772800000,1.399999976,,1.449273944,274551551.9,-0.027126592,695,695.HK,3,0695.HK
1258 HK Equity,CHINA NONFERROUS,__¡ê___‰€qá~,3419255296,0.980000019,,-41.66666412,9219398427,-0.62182169,1258,1258.HK,4,1258.HK
3669 HK Equity,CHINA YONGDA AUT,´Ì_F¬T¬¨,5609283584,3.789999962,9.101178169,-32.99117279,43973735083,0.434760596,3669,3669.HK,4,3669.HK
3084 HK Equity,VALUE JAPAN ETF,Èù_é__´ÈETF,53508000,10.92000008,,-11.36363316,,,3084,3084.HK,4,3084.HK
3041 HK Equity,VALUE KOREA ETF,Èù_éçœ¡êETF,50700000,26,,-1.140681505,,,3041,3041.HK,4,3041.HK
3060 HK Equity,VALUE TAIWAN ETF,Èù_é´x®WETF,44550000,27,,-2.877695084,,,3060,3060.HK,4,3060.HK
1520 HK Equity,RUNWAY GLOBAL HO,¨ƒ©|Ë™_y±±»„,876000000,1.460000038,37.57850647,-31.77570343,376064000,0.038851998,1520,1520.HK,4,1520.HK
1310 HK Equity,HKBN LTD,_È«__eËW,8668847104,8.619999886,82.88461304,-11.95021534,2341113088,0.104000002,1310,1310.HK,4,1310.HK
1522 HK Equity,CHINA CITY RAILW,__¡êÇ¡´Ç_y_DÂ“__,1618766976,1.129999995,16.20094872,-40.83769608,266937000,0.069749002,1522,1522.HK,4,1522.HK
699 HK Equity,CAR INC,øÇ_{ø_¬¨,17891225600,7.46999979,10.01888657,-41.82243347,6800227923,0.768150504,699,699.HK,3,0699.HK
8030 HK Equity,FLYING FINANCIAL,__çp»ÖÀ€»A¡é,1683915776,1.100000024,16.0778904,-14.72867775,201737473.5,0.07012327,8030,8030.HK,4,8030.HK
863 HK Equity,BRANDING CHINA,Ç~µP__¡ê,692370496,2.75,14.27259922,-18.63905525,384076656.3,0.20408469,863,863.HK,3,0863.HK
2623 HK Equity,CHINA ZHONGSHENG,__¡ê___±üêá_,611228864,0.138999999,,-31.1881218,364269104,-0.074825998,2623,2623.HK,4,2623.HK
1366 HK Equity,JIANGNAN GROUP,_ÀÇn_¡_ë,5057794048,1.24000001,5.622267246,-18.42105103,11295789838,0.2293905,1366,1366.HK,4,1366.HK
1613 HK Equity,SYNERTONE COMMUN,¬—_P_qÇH,663062400,0.197999999,,-55.42853546,139764000,-0.067745135,1613,1613.HK,4,1613.HK
1329 HK Equity,BEIJING CAPITAL,_____d_j,494000000,2.470000029,1.251395822,-18.48184586,848458048,2.095105022,1329,1329.HK,4,1329.HK
1260 HK Equity,WONDERFUL SKY FI,µq_„¡]üg_¡_ë,2192384000,1.840000033,8.638497353,-11.53845692,597319008,0.213,1260,1260.HK,4,1260.HK
1322 HK Equity,CW GROUP HOLD,___FÂ“__±±»„,1538644736,2.140000105,6.127977371,-37.60932922,2455646080,0.349218011,1322,1322.HK,4,1322.HK
1277 HK Equity,KINETIC MINES AN,_O_qøˆá_,1643849984,0.194999993,,-12.94643402,1450670002,-0.000984328,1277,1277.HK,4,1277.HK
1332 HK Equity,CHINA OPTO HOLDI,__¡ê´œ_q±±»„,1531107840,0.300000012,4.176237583,20.96774864,285967000,0.071834998,1332,1332.HK,4,1332.HK
1699 HK Equity,CHINA PUTIAN FOO,«__¢__Ç~,672000000,0.419999987,21.74144936,16.6666584,814195467.9,-0.011596752,1699,1699.HK,4,1699.HK
83168 HK Equity,HANG SENG GOLD,Ç’´ê_H´ç_™_Ë»ÖETF,72625024,28.44359207,,16.14503904,,,83168,83168.HK,5,83168.HK
3098 HK Equity,PING AN RHK50,__¡ê´__wCSI RAFI_È«_50ETF,30080000,15.03999996,,-12.25203896,,,3098,3098.HK,4,3098.HK
3072 HK Equity,PING AN HKMID,__¡ê´__wCSI_È«___ÇÂ»„_‘À•ETF,25020000,16.68000031,,-10.89743137,,,3072,3072.HK,4,3072.HK
3070 HK Equity,PING AN HKDIV,__¡ê´__wCSI_È«_¡»¨_»„ETF,79840000,19.95999908,,-6.291080952,,,3070,3070.HK,4,3070.HK
1210 HK Equity,CHRISTINE INTERN,_J_œµá´Å,656622208,0.649999976,,34.02061081,1309253028,-0.181705453,1210,1210.HK,4,1210.HK
1266 HK Equity,XIWANG SPECIAL S,_è__øSÀ_,1364533376,0.680000007,6.747345448,-45.16128922,8333690776,0.106569424,1266,1266.HK,4,1266.HK
2012 HK Equity,SUNSHINE OILSAND,__´œ»oÂ‰,1576251776,0.36500001,,-42.06349182,,,2012,2012.HK,4,2012.HK
3069 HK Equity,XIE THAILAND ETF,©_¬é¨›¡êSET50ÇŸ_®ETF,8300000,8.300000191,,8.072921753,,,3069,3069.HK,4,3069.HK
3089 HK Equity,XIE TAIWAN ETF,©_¬é´x®W´x®W´[Åv»„ÈùÇŸ_®ETF,31480000,7.869999886,,-0.881614268,,,3089,3089.HK,4,3089.HK
3037 HK Equity,XIE PHILIPPINES,©_¬éµ‡Ç§ÈÇPSEiÇŸ_®ETF,16410000,10.93999958,,4.990398407,,,3037,3037.HK,4,3037.HK
3029 HK Equity,XIE MALAYSIA ETF,©_¬é¡¬¬î_è¬é«I¨ƒ¡¬¬î_è¬é´_©_,10049999,6.699999809,,2.760733604,,,3029,3029.HK,4,3029.HK
3090 HK Equity,XIE KOREA ETF,©_¬éçœ¡êKOSPI 200ÇŸ_®ETF,34200000,6.840000153,,0.293254852,,,3090,3090.HK,4,3090.HK
3031 HK Equity,XIE INDONESIA,©_¬é_L´_LQ45ÇŸ_®ETF,41340000,6.360000134,,3.414634705,,,3031,3031.HK,4,3031.HK
3091 HK Equity,XIE SHARES INDIA,©_¬é_LÇ_(Nifty 50) ETF,66879996,8.359999657,,-3.797467709,,,3091,3091.HK,4,3091.HK
8242 HK Equity,MEGALOGIC TECHNO,_È__¡»Â“_¡_ë,414720000,0.300000012,,32.15859604,27609000,-0.013088521,8242,8242.HK,4,8242.HK
3078 HK Equity,HORIZONS A MAT,Horizons __«_¬éÂw(__´È_ëÀDøÌ,12384000,15.47999954,,113.7630081,,,3078,3078.HK,4,3078.HK
3076 HK Equity,HORIZONS A EN,Horizons __«_¬éÂw(__´È_ëÀDøÌ,7787999.5,12.97999954,,111.3430862,,,3076,3076.HK,4,3076.HK
3099 HK Equity,DBX INDONESIA,db x-trackers MSCI Indonesia,25037602,92.05000305,,2.906658649,,,3099,3099.HK,4,3099.HK
3092 HK Equity,DBX THAILAND,db x-trackers MSCI Thailand,15031099,137.8999939,,11.75039864,,,3092,3092.HK,4,3092.HK
3082 HK Equity,DBX MALAYSIA,db x-trackers MSCI Malaysia,8304000,86.5,,3.530816078,,,3082,3082.HK,4,3082.HK
3055 HK Equity,DBX MSCI CHINA,db x-trackers MSCI China TRN,7744500,86.05000305,,-10.78278255,,,3055,3055.HK,4,3055.HK
3045 HK Equity,DBX MSCI INDIA,db x-trackers MSCI India TRN,17675000,70.69999695,,-3.349288464,,,3045,3045.HK,4,3045.HK
3026 HK Equity,DBX AUD CASH,db x-trackers II Australian,7552328,125.5999985,,0.159487203,,,3026,3026.HK,4,3026.HK
1281 HK Equity,LONG JI TAI HE,_©¡˜¨›©M,1312070400,2.160000086,75.92713165,-21.45454216,396481506.2,0.02599476,1281,1281.HK,4,1281.HK
1263 HK Equity,PC PARTNER GROUP,Âføˆ_¡_ë,308963808,0.74000001,,8.823529243,4754148992,-0.047182001,1263,1263.HK,4,1263.HK
8031 HK Equity,ETS GROUP LTD,©__q¡T_¡_ë,280000000,1,33.12135696,-17.23795509,145401000,0.030192,8031,8031.HK,4,8031.HK
6830 HK Equity,HUAZHONG IN-V,µ¯__¬¨üŸ,1364249984,0.850000024,16.53622246,-36.09022522,2017113598,0.053437944,6830,6830.HK,4,6830.HK
1315 HK Equity,VISION FAME INTE,___ƒ¡êÈò,14520000512,2.420000076,,42.01877594,2573534976,-0.05256,1315,1315.HK,4,1315.HK
1303 HK Equity,HUILI RESOURCES,___Oüêá_,2721600000,1.679999948,,93.10343933,3901942.572,-0.106395832,1303,1303.HK,4,1303.HK
1803 HK Equity,ASR LOGISTICS,ÌvÂv»ÇÂy,764901696,0.790000021,,9.722220421,510793024,-0.0502,1803,1803.HK,4,1803.HK
3075 HK Equity,HORIZONS A IND,Horizons __«_¬éÂw(__´È_ëÀDøÌ,3720000,18.60000038,,92.1969986,,,3075,3075.HK,4,3075.HK
3066 HK Equity,HORIZONS A IT,Horizons __«_¬éÂw(__´È_ëÀDøÌ,5730000,28.64999962,,95.79619598,,,3066,3066.HK,4,3066.HK
3064 HK Equity,HORIZONS A FIN,Horizons __«_¬éÂw(__´È_ëÀDøÌ,4600000,23,,86.08952332,,,3064,3064.HK,4,3064.HK
3054 HK Equity,HORIZONS EMACON,Horizons __«_¬éÂwásÀ_´Ç_›¨¿,33516002,18.62000084,,3.444449186,,,3054,3054.HK,4,3054.HK
3056 HK Equity,HORIZONS GL CON,Horizons __«_¡êÈò¨¿_OÇ~µPÇŸ,95000000,25,,-3.288202524,,,3056,3056.HK,4,3056.HK
1312 HK Equity,ALLIED CEMENT HO,çp_X_™»d,3613499904,0.730000019,,21.66666412,465738992,-0.006917,1312,1312.HK,4,1312.HK
